Fecha,Producto,Categoría,Región,Canal,Cantidad,PrecioUnitario,CostoUnitario,Ventas,Costo,Margen,MargenPct,AñoMes,TicketPromedio
2024-01-05,Purificador A2,Hogar,Oeste,Online,3,563.89,330.9,1691.67,992.7,698.97,0.4132,2024-01,563.89
2025-05-05,Smartwatch Z,Electrónica,Centro,Online,1,1383.14,783.55,1383.14,783.55,599.59,0.4335,2025-05,1383.14
2024-08-05,Laptop Pro,Electrónica,Este,Retail,2,779.92,443.55,1559.84,887.1,672.74,0.4313,2024-08,779.92
2025-01-21,Té Orgánico,Alimentos,Norte,Distribuidor,1,39.45,25.8,39.45,25.8,13.65,0.346,2025-01,39.45
2024-10-07,Zapatillas Urban,Moda,Norte,Retail,1,290.67,160.34,290.67,160.34,130.33,0.4484,2024-10,290.67
2024-08-27,Laptop Pro,Electrónica,Centro,Retail,2,1176.5,876.97,2353.0,1753.94,599.06,0.2546,2024-08,1176.5
2024-07-22,Zapatillas Urban,Moda,Norte,Online,1,43.28,27.54,43.28,27.54,15.74,0.3637,2024-07,43.28
2025-02-01,Smartphone X,Electrónica,Centro,Retail,3,1178.88,622.05,3536.64,1866.15,1670.49,0.4723,2025-02,1178.88
2024-01-06,Licuadora Pro,Hogar,Oeste,Distribuidor,3,343.62,158.04,1030.86,474.12,556.74,0.5401,2024-01,343.62
2024-04-17,Aspiradora Plus,Hogar,Centro,Retail,1,517.43,381.54,517.43,381.54,135.89,0.2626,2024-04,517.43
2024-03-16,Licuadora Pro,Hogar,Centro,Distribuidor,2,538.0,358.56,1076.0,717.12,358.88,0.3335,2024-03,538.0
2025-01-31,Smartphone X,Electrónica,Este,Retail,1,1208.66,888.95,1208.66,888.95,319.71,0.2645,2025-01,1208.66
2024-01-14,Camisa Oxford,Moda,Este,Online,3,31.31,15.04,93.93,45.12,48.81,0.5196,2024-01,31.31
2024-12-01,Smartphone X,Electrónica,Oeste,Online,2,875.53,666.61,1751.06,1333.22,417.84,0.2386,2024-12,875.53
2025-06-19,Cafetera Barista,Hogar,Centro,Online,1,226.0,175.62,226.0,175.62,50.38,0.2229,2025-06,226.0
2024-11-25,Auriculares Max,Electrónica,Sur,Distribuidor,3,1048.43,837.35,3145.29,2512.05,633.24,0.2013,2024-11,1048.43
2025-02-23,Chaqueta Premium,Moda,Sur,Online,5,33.33,15.97,166.65,79.85,86.8,0.5209,2025-02,33.33
2024-10-18,Zapatillas Urban,Moda,Sur,Online,1,314.63,231.84,314.63,231.84,82.79,0.2631,2024-10,314.63
2025-02-17,Laptop Pro,Electrónica,Centro,Retail,2,319.02,209.85,638.04,419.7,218.34,0.3422,2025-02,319.02
2025-02-04,Pack Proteico,Alimentos,Centro,Retail,1,64.43,33.17,64.43,33.17,31.26,0.4852,2025-02,64.43
2025-02-02,Auriculares Max,Electrónica,Oeste,Online,1,432.71,340.54,432.71,340.54,92.17,0.213,2025-02,432.71
2024-01-18,Aspiradora Plus,Hogar,Norte,Retail,2,500.04,226.53,1000.08,453.06,547.02,0.547,2024-01,500.04
2024-08-05,Mancuernas Set,Deportes,Oeste,Online,2,500.78,329.46,1001.56,658.92,342.64,0.3421,2024-08,500.78
2024-07-23,Chaqueta Premium,Moda,Centro,Online,1,334.58,239.62,334.58,239.62,94.96,0.2838,2024-07,334.58
2025-02-14,Pack Proteico,Alimentos,Oeste,Online,1,51.0,25.06,51.0,25.06,25.94,0.5086,2025-02,51.0
2024-12-12,Bolso Classic,Moda,Este,Online,4,108.83,76.52,435.32,306.08,129.24,0.2969,2024-12,108.83
2024-05-21,Chaqueta Premium,Moda,Sur,Online,1,205.08,161.27,205.08,161.27,43.81,0.2136,2024-05,205.08
2025-06-09,Mancuernas Set,Deportes,Sur,Online,2,310.84,222.79,621.68,445.58,176.1,0.2833,2025-06,310.84
2025-01-07,Cinta Correr,Deportes,Norte,Distribuidor,3,278.95,171.63,836.85,514.89,321.96,0.3847,2025-01,278.95
2024-02-25,Chaqueta Premium,Moda,Sur,Retail,1,299.68,236.85,299.68,236.85,62.83,0.2097,2024-02,299.68
2025-02-26,Purificador A2,Hogar,Centro,Retail,1,396.51,203.09,396.51,203.09,193.42,0.4878,2025-02,396.51
2025-04-25,Laptop Pro,Electrónica,Norte,Distribuidor,2,1012.39,674.86,2024.78,1349.72,675.06,0.3334,2025-04,1012.39
2024-05-29,Mancuernas Set,Deportes,Oeste,Retail,1,247.38,176.9,247.38,176.9,70.48,0.2849,2024-05,247.38
2024-07-20,Licuadora Pro,Hogar,Centro,Online,1,318.75,238.51,318.75,238.51,80.24,0.2517,2024-07,318.75
2025-04-26,Purificador A2,Hogar,Oeste,Distribuidor,5,169.61,117.06,848.05,585.3,262.75,0.3098,2025-04,169.61
2025-06-18,Mancuernas Set,Deportes,Norte,Online,1,563.57,401.57,563.57,401.57,162.0,0.2875,2025-06,563.57
2025-06-19,Licuadora Pro,Hogar,Oeste,Online,1,547.94,381.6,547.94,381.6,166.34,0.3036,2025-06,547.94
2024-05-04,Camisa Oxford,Moda,Este,Distribuidor,2,284.17,133.47,568.34,266.94,301.4,0.5303,2024-05,284.17
2024-04-25,Pack Proteico,Alimentos,Sur,Retail,1,79.25,48.88,79.25,48.88,30.37,0.3832,2024-04,79.25
2024-10-22,Mancuernas Set,Deportes,Centro,Distribuidor,1,437.03,277.03,437.03,277.03,160.0,0.3661,2024-10,437.03
2024-11-28,Bicicleta Urbana,Deportes,Oeste,Online,2,824.79,511.79,1649.58,1023.58,626.0,0.3795,2024-11,824.79
2025-01-12,Aspiradora Plus,Hogar,Norte,Distribuidor,3,337.25,156.89,1011.75,470.67,541.08,0.5348,2025-01,337.25
2024-02-24,Tablet Air,Electrónica,Centro,Distribuidor,2,218.42,133.7,436.84,267.4,169.44,0.3879,2024-02,218.42
2025-02-06,Laptop Pro,Electrónica,Oeste,Distribuidor,4,1279.99,990.71,5119.96,3962.84,1157.12,0.226,2025-02,1279.99
2025-06-05,Bolso Classic,Moda,Centro,Distribuidor,4,76.68,39.0,306.72,156.0,150.72,0.4914,2025-06,76.68
2024-08-09,Bolso Classic,Moda,Oeste,Distribuidor,7,61.99,35.96,433.93,251.72,182.21,0.4199,2024-08,61.99
2024-12-15,Camisa Oxford,Moda,Oeste,Online,2,142.02,106.85,284.04,213.7,70.34,0.2476,2024-12,142.02
2024-07-24,Licuadora Pro,Hogar,Oeste,Online,2,279.83,178.2,559.66,356.4,203.26,0.3632,2024-07,279.83
2024-11-21,Smartwatch Z,Electrónica,Centro,Retail,2,913.66,450.94,1827.32,901.88,925.44,0.5064,2024-11,913.66
2025-03-09,Colchoneta Yoga,Deportes,Este,Online,3,822.08,503.73,2466.24,1511.19,955.05,0.3872,2025-03,822.08
2024-05-31,Snack Saludable,Alimentos,Oeste,Distribuidor,1,76.36,54.83,76.36,54.83,21.53,0.282,2024-05,76.36
2024-11-20,Pack Proteico,Alimentos,Centro,Online,1,69.14,52.88,69.14,52.88,16.26,0.2352,2024-11,69.14
2024-10-05,Pack Proteico,Alimentos,Oeste,Retail,1,8.96,7.13,8.96,7.13,1.83,0.2042,2024-10,8.96
2025-06-30,Cocoa Premium,Alimentos,Sur,Online,3,14.53,8.97,43.59,26.91,16.68,0.3827,2025-06,14.53
2024-03-03,Bolso Classic,Moda,Norte,Online,1,25.15,18.78,25.15,18.78,6.37,0.2533,2024-03,25.15
2025-05-20,Camisa Oxford,Moda,Centro,Online,3,164.1,103.94,492.3,311.82,180.48,0.3666,2025-05,164.1
2024-02-23,Camisa Oxford,Moda,Sur,Online,1,163.38,119.96,163.38,119.96,43.42,0.2658,2024-02,163.38
2025-03-24,Cinta Correr,Deportes,Este,Distribuidor,3,120.88,88.85,362.64,266.55,96.09,0.265,2025-03,120.88
2024-06-25,Smart Band,Deportes,Oeste,Retail,3,950.31,753.34,2850.93,2260.02,590.91,0.2073,2024-06,950.31
2024-06-24,Chaqueta Premium,Moda,Centro,Online,1,54.33,34.13,54.33,34.13,20.2,0.3718,2024-06,54.33
2024-08-24,Laptop Pro,Electrónica,Centro,Distribuidor,1,537.33,269.42,537.33,269.42,267.91,0.4986,2024-08,537.33
2025-03-02,Bolso Classic,Moda,Este,Retail,2,86.89,64.93,173.78,129.86,43.92,0.2527,2025-03,86.89
2025-04-16,Purificador A2,Hogar,Norte,Online,1,162.19,111.07,162.19,111.07,51.12,0.3152,2025-04,162.19
2024-02-26,Laptop Pro,Electrónica,Sur,Distribuidor,1,489.73,341.24,489.73,341.24,148.49,0.3032,2024-02,489.73
2024-03-30,Zapatillas Urban,Moda,Norte,Retail,2,168.69,122.32,337.38,244.64,92.74,0.2749,2024-03,168.69
2025-04-17,Bicicleta Urbana,Deportes,Sur,Online,1,151.37,105.15,151.37,105.15,46.22,0.3053,2025-04,151.37
2024-03-01,Smartphone X,Electrónica,Norte,Online,3,872.07,658.44,2616.21,1975.32,640.89,0.245,2024-03,872.07
2024-08-26,Cocoa Premium,Alimentos,Oeste,Online,2,84.04,60.33,168.08,120.66,47.42,0.2821,2024-08,84.04
2024-03-11,Colchoneta Yoga,Deportes,Oeste,Online,4,708.27,338.78,2833.08,1355.12,1477.96,0.5217,2024-03,708.27
2025-06-13,Pack Proteico,Alimentos,Centro,Online,2,15.08,7.02,30.16,14.04,16.12,0.5345,2025-06,15.08
2025-05-23,Smartwatch Z,Electrónica,Centro,Distribuidor,2,370.09,203.36,740.18,406.72,333.46,0.4505,2025-05,370.09
2024-03-17,Pack Proteico,Alimentos,Norte,Retail,2,86.49,51.7,172.98,103.4,69.58,0.4022,2024-03,86.49
2025-04-03,Auriculares Max,Electrónica,Norte,Online,1,360.85,245.16,360.85,245.16,115.69,0.3206,2025-04,360.85
2024-02-27,Pack Proteico,Alimentos,Oeste,Distribuidor,1,85.02,47.16,85.02,47.16,37.86,0.4453,2024-02,85.02
2025-04-03,Purificador A2,Hogar,Sur,Distribuidor,1,594.82,457.86,594.82,457.86,136.96,0.2303,2025-04,594.82
2024-01-30,Zapatillas Urban,Moda,Oeste,Distribuidor,3,342.6,166.04,1027.8,498.12,529.68,0.5154,2024-01,342.6
2024-05-25,Cocoa Premium,Alimentos,Centro,Distribuidor,2,43.2,25.34,86.4,50.68,35.72,0.4134,2024-05,43.2
2024-05-31,Camisa Oxford,Moda,Norte,Retail,2,25.07,15.78,50.14,31.56,18.58,0.3706,2024-05,25.07
2024-10-28,Smartwatch Z,Electrónica,Este,Retail,3,793.8,399.3,2381.4,1197.9,1183.5,0.497,2024-10,793.8
2024-01-31,Pack Proteico,Alimentos,Centro,Retail,1,32.42,18.8,32.42,18.8,13.62,0.4201,2024-01,32.42
2024-01-27,Bolso Classic,Moda,Oeste,Online,4,265.64,163.98,1062.56,655.92,406.64,0.3827,2024-01,265.64
2025-01-06,Smartphone X,Electrónica,Norte,Distribuidor,3,705.72,386.43,2117.16,1159.29,957.87,0.4524,2025-01,705.72
2024-06-20,Cocoa Premium,Alimentos,Este,Distribuidor,6,47.22,24.03,283.32,144.18,139.14,0.4911,2024-06,47.22
2025-04-22,Purificador A2,Hogar,Oeste,Online,2,243.49,175.29,486.98,350.58,136.4,0.2801,2025-04,243.49
2024-10-12,Laptop Pro,Electrónica,Oeste,Online,2,1305.92,951.58,2611.84,1903.16,708.68,0.2713,2024-10,1305.92
2024-07-08,Smartwatch Z,Electrónica,Norte,Retail,2,1146.69,699.6,2293.38,1399.2,894.18,0.3899,2024-07,1146.69
2024-02-23,Smartwatch Z,Electrónica,Centro,Distribuidor,2,581.91,300.9,1163.82,601.8,562.02,0.4829,2024-02,581.91
2024-08-30,Mancuernas Set,Deportes,Este,Distribuidor,2,814.41,411.38,1628.82,822.76,806.06,0.4949,2024-08,814.41
2024-08-10,Horno Smart,Hogar,Este,Online,3,460.37,300.82,1381.11,902.46,478.65,0.3466,2024-08,460.37
2024-03-22,Laptop Pro,Electrónica,Este,Distribuidor,7,778.68,408.96,5450.76,2862.72,2588.04,0.4748,2024-03,778.68
2025-04-04,Smartphone X,Electrónica,Este,Online,1,425.12,200.61,425.12,200.61,224.51,0.5281,2025-04,425.12
2024-01-24,Cinta Correr,Deportes,Este,Retail,1,330.38,240.19,330.38,240.19,90.19,0.273,2024-01,330.38
2024-04-11,Chaqueta Premium,Moda,Oeste,Retail,2,47.4,23.68,94.8,47.36,47.44,0.5004,2024-04,47.4
2024-04-27,Camisa Oxford,Moda,Centro,Distribuidor,3,273.75,169.52,821.25,508.56,312.69,0.3807,2024-04,273.75
2024-04-22,Mancuernas Set,Deportes,Centro,Distribuidor,3,36.97,26.03,110.91,78.09,32.82,0.2959,2024-04,36.97
2024-07-03,Colchoneta Yoga,Deportes,Oeste,Retail,2,262.63,194.84,525.26,389.68,135.58,0.2581,2024-07,262.63
2024-08-21,Aspiradora Plus,Hogar,Norte,Online,2,236.51,157.79,473.02,315.58,157.44,0.3328,2024-08,236.51
2025-03-12,Snack Saludable,Alimentos,Este,Distribuidor,1,80.76,46.9,80.76,46.9,33.86,0.4193,2025-03,80.76
2024-09-12,Laptop Pro,Electrónica,Centro,Online,1,209.87,102.19,209.87,102.19,107.68,0.5131,2024-09,209.87
2024-01-11,Snack Saludable,Alimentos,Sur,Distribuidor,2,29.32,19.07,58.64,38.14,20.5,0.3496,2024-01,29.32
2025-03-24,Horno Smart,Hogar,Oeste,Distribuidor,1,263.07,189.17,263.07,189.17,73.9,0.2809,2025-03,263.07
2024-10-22,Bicicleta Urbana,Deportes,Sur,Retail,3,944.76,652.75,2834.28,1958.25,876.03,0.3091,2024-10,944.76
2024-02-25,Aspiradora Plus,Hogar,Centro,Retail,1,589.73,333.12,589.73,333.12,256.61,0.4351,2024-02,589.73
2025-02-09,Pack Proteico,Alimentos,Oeste,Retail,3,33.69,19.6,101.07,58.8,42.27,0.4182,2025-02,33.69
2024-06-06,Cinta Correr,Deportes,Oeste,Online,3,494.62,376.02,1483.86,1128.06,355.8,0.2398,2024-06,494.62
2025-01-27,Cinta Correr,Deportes,Oeste,Retail,3,1064.63,558.33,3193.89,1674.99,1518.9,0.4756,2025-01,1064.63
2025-06-13,Purificador A2,Hogar,Este,Retail,1,444.03,269.69,444.03,269.69,174.34,0.3926,2025-06,444.03
2024-06-11,Smartphone X,Electrónica,Este,Online,1,992.16,709.36,992.16,709.36,282.8,0.285,2024-06,992.16
2025-05-08,Horno Smart,Hogar,Norte,Distribuidor,2,563.36,370.51,1126.72,741.02,385.7,0.3423,2025-05,563.36
2024-02-13,Horno Smart,Hogar,Este,Online,4,104.66,76.33,418.64,305.32,113.32,0.2707,2024-02,104.66
2025-02-21,Pack Proteico,Alimentos,Oeste,Online,2,53.55,36.66,107.1,73.32,33.78,0.3154,2025-02,53.55
2024-09-24,Cafetera Barista,Hogar,Este,Distribuidor,3,286.5,191.37,859.5,574.11,285.39,0.332,2024-09,286.5
2025-05-29,Tablet Air,Electrónica,Oeste,Online,2,720.0,479.25,1440.0,958.5,481.5,0.3344,2025-05,720.0
2024-09-11,Smartphone X,Electrónica,Oeste,Distribuidor,5,332.5,231.37,1662.5,1156.85,505.65,0.3042,2024-09,332.5
2024-07-22,Purificador A2,Hogar,Norte,Retail,1,206.82,123.46,206.82,123.46,83.36,0.4031,2024-07,206.82
2024-09-17,Jeans Fit,Moda,Norte,Online,1,265.31,173.53,265.31,173.53,91.78,0.3459,2024-09,265.31
2025-06-26,Laptop Pro,Electrónica,Centro,Online,1,1025.1,719.53,1025.1,719.53,305.57,0.2981,2025-06,1025.1
2025-02-25,Snack Saludable,Alimentos,Oeste,Online,2,36.28,28.01,72.56,56.02,16.54,0.2279,2025-02,36.28
2025-03-30,Smartphone X,Electrónica,Sur,Online,1,750.56,481.35,750.56,481.35,269.21,0.3587,2025-03,750.56
2024-02-20,Horno Smart,Hogar,Oeste,Online,2,100.69,63.14,201.38,126.28,75.1,0.3729,2024-02,100.69
2024-03-02,Bicicleta Urbana,Deportes,Sur,Online,1,1036.23,707.87,1036.23,707.87,328.36,0.3169,2024-03,1036.23
2024-06-13,Smart Band,Deportes,Este,Online,1,693.44,444.45,693.44,444.45,248.99,0.3591,2024-06,693.44
2025-05-02,Jeans Fit,Moda,Oeste,Retail,5,298.11,232.92,1490.55,1164.6,325.95,0.2187,2025-05,298.11
2025-04-09,Cafetera Barista,Hogar,Este,Retail,1,68.12,45.01,68.12,45.01,23.11,0.3393,2025-04,68.12
2025-02-24,Tablet Air,Electrónica,Sur,Online,2,1389.55,635.32,2779.1,1270.64,1508.46,0.5428,2025-02,1389.55
2024-01-18,Jeans Fit,Moda,Sur,Distribuidor,2,349.87,214.94,699.74,429.88,269.86,0.3857,2024-01,349.87
2024-01-06,Colchoneta Yoga,Deportes,Norte,Online,1,654.06,295.11,654.06,295.11,358.95,0.5488,2024-01,654.06
2025-06-01,Pack Proteico,Alimentos,Este,Online,3,48.76,32.78,146.28,98.34,47.94,0.3277,2025-06,48.76
2025-06-11,Tablet Air,Electrónica,Oeste,Distribuidor,4,1266.33,629.02,5065.32,2516.08,2549.24,0.5033,2025-06,1266.33
2024-01-13,Cafetera Barista,Hogar,Oeste,Online,1,369.88,226.52,369.88,226.52,143.36,0.3876,2024-01,369.88
2025-06-07,Cinta Correr,Deportes,Este,Distribuidor,1,887.1,638.91,887.1,638.91,248.19,0.2798,2025-06,887.1
2024-02-12,Chaqueta Premium,Moda,Oeste,Retail,2,37.38,29.84,74.76,59.68,15.08,0.2017,2024-02,37.38
2025-02-08,Snack Saludable,Alimentos,Sur,Retail,1,15.93,11.95,15.93,11.95,3.98,0.2498,2025-02,15.93
2024-03-26,Laptop Pro,Electrónica,Oeste,Distribuidor,1,1253.13,644.73,1253.13,644.73,608.4,0.4855,2024-03,1253.13
2024-10-24,Licuadora Pro,Hogar,Oeste,Online,4,303.58,148.57,1214.32,594.28,620.04,0.5106,2024-10,303.58
2024-01-11,Té Orgánico,Alimentos,Oeste,Distribuidor,1,22.08,11.22,22.08,11.22,10.86,0.4918,2024-01,22.08
2025-05-28,Bolso Classic,Moda,Oeste,Online,6,136.5,65.45,819.0,392.7,426.3,0.5205,2025-05,136.5
2025-06-11,Cafetera Barista,Hogar,Norte,Distribuidor,5,460.6,308.85,2303.0,1544.25,758.75,0.3295,2025-06,460.6
2024-01-11,Jeans Fit,Moda,Centro,Retail,1,47.88,22.77,47.88,22.77,25.11,0.5244,2024-01,47.88
2024-10-26,Café Gourmet,Alimentos,Centro,Retail,1,44.5,22.22,44.5,22.22,22.28,0.5007,2024-10,44.5
2024-06-10,Jeans Fit,Moda,Norte,Distribuidor,3,150.24,74.98,450.72,224.94,225.78,0.5009,2024-06,150.24
2025-05-15,Horno Smart,Hogar,Norte,Distribuidor,1,365.18,198.0,365.18,198.0,167.18,0.4578,2025-05,365.18
2024-11-15,Cafetera Barista,Hogar,Norte,Online,1,536.84,390.42,536.84,390.42,146.42,0.2727,2024-11,536.84
2025-01-22,Chaqueta Premium,Moda,Centro,Retail,1,67.24,45.14,67.24,45.14,22.1,0.3287,2025-01,67.24
2025-02-08,Cocoa Premium,Alimentos,Oeste,Retail,1,50.29,28.31,50.29,28.31,21.98,0.4371,2025-02,50.29
2025-06-21,Purificador A2,Hogar,Sur,Retail,2,113.48,82.75,226.96,165.5,61.46,0.2708,2025-06,113.48
2024-10-14,Cinta Correr,Deportes,Este,Online,3,898.39,442.88,2695.17,1328.64,1366.53,0.507,2024-10,898.39
2024-11-01,Colchoneta Yoga,Deportes,Oeste,Distribuidor,1,843.21,506.16,843.21,506.16,337.05,0.3997,2024-11,843.21
2024-12-22,Aspiradora Plus,Hogar,Sur,Online,5,117.5,77.51,587.5,387.55,199.95,0.3403,2024-12,117.5
2024-10-23,Colchoneta Yoga,Deportes,Este,Distribuidor,1,982.88,779.17,982.88,779.17,203.71,0.2073,2024-10,982.88
2024-11-19,Cinta Correr,Deportes,Este,Retail,3,933.93,645.38,2801.79,1936.14,865.65,0.309,2024-11,933.93
2025-06-01,Snack Saludable,Alimentos,Norte,Retail,1,44.63,34.62,44.63,34.62,10.01,0.2243,2025-06,44.63
2025-03-14,Mancuernas Set,Deportes,Norte,Online,4,1157.59,806.71,4630.36,3226.84,1403.52,0.3031,2025-03,1157.59
2024-07-09,Smartwatch Z,Electrónica,Oeste,Online,2,854.21,483.43,1708.42,966.86,741.56,0.4341,2024-07,854.21
2024-03-04,Cocoa Premium,Alimentos,Norte,Distribuidor,2,56.49,41.15,112.98,82.3,30.68,0.2716,2024-03,56.49
2025-06-03,Licuadora Pro,Hogar,Sur,Online,3,115.47,66.14,346.41,198.42,147.99,0.4272,2025-06,115.47
2024-07-16,Zapatillas Urban,Moda,Este,Online,1,96.28,48.21,96.28,48.21,48.07,0.4993,2024-07,96.28
2024-12-04,Smart Band,Deportes,Este,Distribuidor,3,968.29,555.52,2904.87,1666.56,1238.31,0.4263,2024-12,968.29
2024-09-07,Snack Saludable,Alimentos,Norte,Distribuidor,2,47.53,30.48,95.06,60.96,34.1,0.3587,2024-09,47.53
2025-03-11,Café Gourmet,Alimentos,Centro,Retail,3,37.04,21.58,111.12,64.74,46.38,0.4174,2025-03,37.04
2024-02-04,Pack Proteico,Alimentos,Oeste,Retail,4,75.11,50.45,300.44,201.8,98.64,0.3283,2024-02,75.11
2024-07-15,Bicicleta Urbana,Deportes,Este,Online,1,514.68,350.12,514.68,350.12,164.56,0.3197,2024-07,514.68
2025-03-19,Smartphone X,Electrónica,Sur,Online,1,1217.37,964.12,1217.37,964.12,253.25,0.208,2025-03,1217.37
2024-08-23,Cafetera Barista,Hogar,Este,Online,5,394.58,234.33,1972.9,1171.65,801.25,0.4061,2024-08,394.58
2024-02-12,Bicicleta Urbana,Deportes,Sur,Online,3,291.71,220.19,875.13,660.57,214.56,0.2452,2024-02,291.71
2024-02-06,Smartphone X,Electrónica,Oeste,Online,2,440.51,199.42,881.02,398.84,482.18,0.5473,2024-02,440.51
2024-06-20,Smart Band,Deportes,Centro,Retail,2,635.7,416.11,1271.4,832.22,439.18,0.3454,2024-06,635.7
2025-03-05,Laptop Pro,Electrónica,Oeste,Online,1,1371.48,1073.89,1371.48,1073.89,297.59,0.217,2025-03,1371.48
2024-03-30,Smartwatch Z,Electrónica,Oeste,Online,2,897.41,663.3,1794.82,1326.6,468.22,0.2609,2024-03,897.41
2025-03-25,Laptop Pro,Electrónica,Sur,Online,3,733.97,578.97,2201.91,1736.91,465.0,0.2112,2025-03,733.97
2024-11-18,Aspiradora Plus,Hogar,Centro,Retail,5,305.24,179.88,1526.2,899.4,626.8,0.4107,2024-11,305.24
2024-12-20,Cocoa Premium,Alimentos,Centro,Distribuidor,4,62.32,46.4,249.28,185.6,63.68,0.2555,2024-12,62.32
2024-11-25,Smartphone X,Electrónica,Norte,Retail,1,1037.23,779.28,1037.23,779.28,257.95,0.2487,2024-11,1037.23
2024-03-19,Smartphone X,Electrónica,Sur,Retail,2,734.48,344.36,1468.96,688.72,780.24,0.5312,2024-03,734.48
2024-03-20,Chaqueta Premium,Moda,Sur,Online,2,56.05,30.27,112.1,60.54,51.56,0.4599,2024-03,56.05
2025-01-02,Chaqueta Premium,Moda,Centro,Retail,4,182.41,116.52,729.64,466.08,263.56,0.3612,2025-01,182.41
2025-02-17,Té Orgánico,Alimentos,Norte,Distribuidor,2,16.85,10.03,33.7,20.06,13.64,0.4047,2025-02,16.85
2024-01-04,Auriculares Max,Electrónica,Sur,Retail,1,663.22,498.36,663.22,498.36,164.86,0.2486,2024-01,663.22
2024-10-10,Pack Proteico,Alimentos,Centro,Retail,2,70.11,43.31,140.22,86.62,53.6,0.3823,2024-10,70.11
2025-06-01,Smartwatch Z,Electrónica,Este,Distribuidor,1,1316.21,967.56,1316.21,967.56,348.65,0.2649,2025-06,1316.21
2025-05-31,Camisa Oxford,Moda,Este,Retail,2,295.84,220.8,591.68,441.6,150.08,0.2537,2025-05,295.84
2024-09-10,Smartphone X,Electrónica,Norte,Online,3,1050.35,586.7,3151.05,1760.1,1390.95,0.4414,2024-09,1050.35
2024-04-15,Bolso Classic,Moda,Sur,Retail,2,167.7,84.9,335.4,169.8,165.6,0.4937,2024-04,167.7
2025-01-01,Snack Saludable,Alimentos,Norte,Online,2,44.36,29.34,88.72,58.68,30.04,0.3386,2025-01,44.36
2025-06-15,Zapatillas Urban,Moda,Centro,Distribuidor,5,170.38,129.46,851.9,647.3,204.6,0.2402,2025-06,170.38
2024-05-30,Camisa Oxford,Moda,Norte,Retail,4,180.45,118.05,721.8,472.2,249.6,0.3458,2024-05,180.45
2025-04-15,Licuadora Pro,Hogar,Centro,Online,2,452.39,248.91,904.78,497.82,406.96,0.4498,2025-04,452.39
2024-12-01,Licuadora Pro,Hogar,Norte,Retail,1,519.8,274.71,519.8,274.71,245.09,0.4715,2024-12,519.8
2024-06-07,Auriculares Max,Electrónica,Norte,Distribuidor,2,332.94,248.42,665.88,496.84,169.04,0.2539,2024-06,332.94
2025-05-16,Pack Proteico,Alimentos,Centro,Retail,1,67.88,34.15,67.88,34.15,33.73,0.4969,2025-05,67.88
2025-05-02,Purificador A2,Hogar,Sur,Distribuidor,2,366.75,234.96,733.5,469.92,263.58,0.3593,2025-05,366.75
2025-03-26,Cocoa Premium,Alimentos,Oeste,Retail,4,58.34,43.24,233.36,172.96,60.4,0.2588,2025-03,58.34
2024-05-07,Jeans Fit,Moda,Norte,Distribuidor,2,98.56,45.38,197.12,90.76,106.36,0.5396,2024-05,98.56
2024-02-26,Licuadora Pro,Hogar,Este,Online,1,335.93,193.76,335.93,193.76,142.17,0.4232,2024-02,335.93
2024-11-15,Auriculares Max,Electrónica,Oeste,Distribuidor,4,449.7,308.56,1798.8,1234.24,564.56,0.3139,2024-11,449.7
2024-08-16,Smartphone X,Electrónica,Sur,Retail,2,1443.03,1091.21,2886.06,2182.42,703.64,0.2438,2024-08,1443.03
2024-08-22,Pack Proteico,Alimentos,Centro,Retail,4,25.37,14.4,101.48,57.6,43.88,0.4324,2024-08,25.37
2024-05-15,Colchoneta Yoga,Deportes,Centro,Online,3,771.1,523.26,2313.3,1569.78,743.52,0.3214,2024-05,771.1
2025-06-20,Laptop Pro,Electrónica,Este,Distribuidor,2,756.11,346.79,1512.22,693.58,818.64,0.5413,2025-06,756.11
2024-03-27,Cinta Correr,Deportes,Sur,Online,2,731.53,370.46,1463.06,740.92,722.14,0.4936,2024-03,731.53
2025-04-28,Zapatillas Urban,Moda,Sur,Online,2,37.43,20.36,74.86,40.72,34.14,0.4561,2025-04,37.43
2024-04-13,Camisa Oxford,Moda,Norte,Retail,2,32.64,18.42,65.28,36.84,28.44,0.4357,2024-04,32.64
2024-12-28,Té Orgánico,Alimentos,Centro,Retail,1,19.99,10.13,19.99,10.13,9.86,0.4932,2024-12,19.99
2025-04-08,Bolso Classic,Moda,Oeste,Distribuidor,3,121.47,63.64,364.41,190.92,173.49,0.4761,2025-04,121.47
2025-06-24,Chaqueta Premium,Moda,Oeste,Retail,1,239.57,131.36,239.57,131.36,108.21,0.4517,2025-06,239.57
2024-02-20,Bicicleta Urbana,Deportes,Oeste,Distribuidor,2,614.26,312.14,1228.52,624.28,604.24,0.4918,2024-02,614.26
2024-12-02,Laptop Pro,Electrónica,Centro,Retail,2,1480.49,840.6,2960.98,1681.2,1279.78,0.4322,2024-12,1480.49
2024-07-09,Aspiradora Plus,Hogar,Este,Online,2,76.29,40.9,152.58,81.8,70.78,0.4639,2024-07,76.29
2025-02-17,Auriculares Max,Electrónica,Este,Online,1,1266.2,926.62,1266.2,926.62,339.58,0.2682,2025-02,1266.2
2024-04-19,Chaqueta Premium,Moda,Norte,Retail,2,202.65,158.55,405.3,317.1,88.2,0.2176,2024-04,202.65
